...1;...2;id_record;id_study;id_control;id_effect;authors;publication_year;bibtexkey;category;author;title;year;journal;doi;language_record;language_materials;country;population;modality;incentives;incentive_notes;preregistered;open_data;open_data_claimed;open_materials;n_total;n_control;n_mi;within_between;accuracy_control_prop;accuracy_mi_prop;accuracy_control_mean;accuracy_mi_mean;accuracy_control_sd;accuracy_mi_sd;accuracy_type;accuracy_reverse;test_statistic;statistic_type;control_type;notes_comparison;notes_source;age_mean;age_median;age_sd;age_min;age_max;gender_female_prop;neuro_condition;preevent_valence;preevent_warning;preevent_alcohol;event_medium;event_materials;event_valence;postevent_recall;postevent_warning;postevent_retention_interval;exposure_medium;exposure_method;exposure_credibility;exposure_valence;postexposure_recall;postexposure_retention_interval;postexposure_warning;postexposure_correction;test_type;test_medium;item_centrality;items_control;items_misled;items_total;notes_moderators;notes_general;total_accuracy_control_mean;total_accuracy_mi_mean;total_accuracy_control_sd;total_accuracy_mi_sd;total_accuracy_control_prop;total_accuracy_mi_prop;id;yi;vi
628;639;131;131_02;131_02_02;0639;Thomas;2017;Thomas_2017;article;"Ayanna K. Thomas; Leamarie T. Gordon; Paul M. Cernasov; John B. Bulevich";The effect of testing can increase or decrease misinformation susceptibility depending on the retention interval;2017;Cognitive Research: Principles and Implications;10.1186/s41235-017-0081-4;en;en;us;students;lab;NA;participants were reqruted from the participant pool at tufts university, we therefore assume them to be students since no population is mentioned in the article;0;0;0;0;132;44,000;44,000;within;NA;NA;0,6030;0,3330;0,2240;0,1490;proportion;0;omit;omit;consistent;This is accuracy on the standard test procedure comparing misled and control;figure 2, p.5. Extracted with a ruler and standard errors converted to standard deviations.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;48;0;0;cued_recall;text;NA;22;11;33;NA;This is a two experiment study that has three treatments(RES, emphazised detail, standard paradigm). The second experiment introduces a 48 hour retention inteval.;0,603000000;0,333000000;0,2240000000000000;0,14899999999999999;NA;NA;671;1,40689408285636031;0,05670085772941045
629;640;131;131_02;131_02_03;0640;Thomas;2017;Thomas_2017;article;"Ayanna K. Thomas; Leamarie T. Gordon; Paul M. Cernasov; John B. Bulevich";The effect of testing can increase or decrease misinformation susceptibility depending on the retention interval;2017;Cognitive Research: Principles and Implications;10.1186/s41235-017-0081-4;en;en;us;students;lab;NA;participants were reqruted from the participant pool at tufts university, we therefore assume them to be students since no population is mentioned in the article;0;0;0;0;132;44,000;44,000;within;NA;NA;0,5490;0,3780;0,2090;0,1490;proportion;0;omit;omit;consistent;this is the accuracy on the emphazized details group comparing control and misled.;figure 2, p.5. Extracted with a ruler and standard errors converted to standard deviations.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;48;0;0;cued_recall;text;NA;22;11;33;We have a  specific treatment here that emphazised details in the PEI and a retention interval;This is a two experiment study that has three treatments(RES, emphazised detail, standard paradigm). The second experiment introduces a 48 hour retention inteval.;0,549000000;0,378000000;0,2090000000000000;0,14899999999999999;NA;NA;672;0,93392209643244706;0,05041028683070896
630;641;132;132_01;132_01_01;0641;chan;2009;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;course_credit;NA;0;0;0;0;36;18,000;18,000;within;NA;NA;0,8300;0,5200;0,1590;0,1590;proportion;0;omit;omit;consistent;This is the accuracy on the consistent items for subjects who did not do post event recall;Figure 1, p.68. Extracted using a ruler;NA;NA;NA;NA;NA;0,5500;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;NA;This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.;0,830000000;0,520000000;0,1590000000000000;0,15900000000000000;NA;NA;673;1,90630538288965989;0,16158333628936239
631;642;132;132_01;132_01_02;0642;chan;2009;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;course_credit;NA;0;0;0;0;36;18,000;18,000;within;NA;NA;0,8400;0,3900;0,1700;0,1640;proportion;0;omit;omit;consistent;This is the accuracy on the consistent items for subjects who did post event recall;Figure 1, p.68. Extracted using a ruler;NA;NA;NA;NA;NA;0,5500;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;We have a standard RES moderator.;This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.;0,840000000;0,390000000;0,1700000000000000;0,16400000000000001;NA;NA;674;2,63423116505477672;0,20748852542980342
632;643;132;132_02;132_02_01;0643;chan;2009;NA;NA;NA;NA;NA;NA;NA;en;en;us;community;lab;money;15 usd;0;0;0;0;39;30,000;30,000;within;NA;NA;0,5840;0,2560;0,2190;0,2300;proportion;0;omit;omit;consistent;This is the accuracy on the consistent items for subjects who did not do post event recall;Figure 2, p.70. Extracted using a ruler;74,370;NA;7,8900;NA;NA;0,6500;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;NA;This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.;0,584000000;0,256000000;0,2190000000000000;0,23000000000000001;NA;NA;675;1,44160385523861989;0,08398518062865709
633;644;132;132_02;132_02_02;0644;chan;2009;NA;NA;NA;NA;NA;NA;NA;en;en;us;community;lab;money;15 usd;0;0;0;0;39;30,000;30,000;within;NA;NA;0,6800;0,2080;0,2190;0,2300;proportion;0;omit;omit;consistent;This is the accuracy on the consistent items for subjects who did post event recall;Figure 2, p.70. Extracted using a ruler;72,570;NA;8,5600;NA;NA;0,6500;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;We have a standard RES moderator.;This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.;0,680000000;0,208000000;0,2190000000000000;0,23000000000000001;NA;NA;676;2,07450310875801502;0,10252969290205557
634;645;132;132_03;132_03_01;0645;chan;2009;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;NA;NA;0;0;0;0;48;24,000;24,000;within;NA;NA;0,8500;0,5200;0,0730;0,0730;proportion;0;omit;omit;consistent;This is the accuracy on the consistent items for subjects who did not do post event recall;Figure 3, p. 71. Extrscted using a ruler;NA;NA;NA;NA;NA;0,5830;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;MMFR;text;NA;NA;NA;NA;they used the modified-modified free recall test(barnes & underwood, 1959);This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.;0,850000000;0,520000000;0,0730000000000000;0,07300000000000000;NA;NA;677;4,44637279419749465;0,28927323984353787
635;646;132;132_03;132_03_02;0646;chan;2009;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;NA;NA;0;0;0;0;48;24,000;24,000;within;NA;NA;0,9100;0,5350;0,0850;0,0730;proportion;0;omit;omit;consistent;This is the accuracy on the consistent items for subjects who did post event recall;Figure 3, p. 71. Extrscted using a ruler;NA;NA;NA;NA;NA;0,5830;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;MMFR;text;NA;NA;NA;NA;they used the modified-modified free recall test(barnes & underwood, 1959) and an RES condition;This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.;0,910000000;0,535000000;0,0850000000000000;0,07300000000000000;NA;NA;678;4,65553928572854225;0,30910464626001904
636;647;133;133_01;133_01_01;0647;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;89;29,000;29,000;within;NA;NA;0,9000;0,6500;0,1620;0,1880;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the single-test;Figure 1, p.189. Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;NA;The first of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall.;0,900000000;0,650000000;0,1620000000000000;0,18800000000000000;NA;NA;679;1,40546595518975304;0,08599426337239177
637;648;133;133_01;133_01_02;0648;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;89;28,000;28,000;within;NA;NA;0,8150;0,6050;0,2110;0,2110;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the related-test;Figure 1, p.189. Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;They used related questions on the imidiate recall;The first of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall.;0,815000000;0,605000000;0,2110000000000000;0,21099999999999999;NA;NA;680;0,98136249620474569;0,08002743168711794
638;649;133;133_01;133_01_03;0649;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;89;32,000;32,000;within;NA;NA;0,8900;0,5000;0,1700;0,2830;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the identical-test;Figure 1, p.189. Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;They used identical questions on the imidiate recall;The first of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall.;0,890000000;0,500000000;0,1700000000000000;0,28299999999999997;NA;NA;681;1,65035558784366687;0,08377869973692825
639;650;133;133_02;133_02_01;0650;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;90;30,000;30,000;within;NA;NA;0,8300;0,5200;0,1640;0,2190;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the single-test;Figure 2, . Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;NA;The second of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall. In this experiment they also measured attention.;0,830000000;0,520000000;0,1640000000000000;0,21900000000000000;NA;NA;682;1,58153646935239500;0,08751048003243032
640;651;133;133_02;133_02_02;0651;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;90;30,000;30,000;within;NA;NA;0,8300;0,4700;0,1640;0,2190;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the related-test;Figure 2, . Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;They used related questions on the imidiate recall;The second of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall. In this experiment they also measured attention.;0,830000000;0,470000000;0,1640000000000000;0,21900000000000000;NA;NA;683;1,83662299666729756;0,09477653359905970
641;652;133;133_02;133_02_03;0652;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;90;30,000;30,000;within;NA;NA;0,8300;0,5500;0,1640;0,3290;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the identical-test;Figure 2, . Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;8;24;They used identical questions on the imidiate recall;The second of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall. In this experiment they also measured attention.;0,830000000;0,550000000;0,1640000000000000;0,32900000000000001;NA;NA;684;1,06317466939393213;0,07608616981367414
642;653;133;133_03;133_03_01;0653;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;121;40,000;40,000;within;NA;NA;0,6400;0,4000;0,2210;0,1900;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the single-test;Figure 3, p.. Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;MMFR;text;NA;12;12;24;MMFR test without RES;The third of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall. In this experiment they changed the test type to the modified-modified free recall test.;0,640000000;0,400000000;0,2210000000000000;0,19000000000000000;NA;NA;685;1,15333536366052880;0,05831364038168728
643;654;133;133_03;133_03_02;0654;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;121;40,000;40,000;within;NA;NA;0,6850;0,2850;0,1740;0,2100;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the related-test;Figure 3, p.. Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;MMFR;text;NA;12;12;24;MMFR test with RES;The third of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall. In this experiment they changed the test type to the modified-modified free recall test.;0,685000000;0,285000000;0,1740000000000000;0,20999999999999999;NA;NA;686;2,05421849025572900;0,07637383503567829
644;655;133;133_03;133_03_03;0655;gordon;2014;Gordon_2013;article;"Leamarie T. Gordon; Ayanna K. Thomas";Testing potentiates new learning in the misinformation paradigm;2013;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/s13421-013-0361-2;en;en;us;students;lab;course_credit;NA;0;0;0;0;121;41,000;41,000;within;NA;NA;0,6750;0,2200;0,1920;0,2560;proportion;0;omit;omit;consistent;This is recall accuracy for consitant information items on the identical-test;Figure 3, p.. Extracted with a ruler. Error bars assume to depict standard errors;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;MMFR;text;NA;12;12;24;MMFR test with RES;The third of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall. In this experiment they changed the test type to the modified-modified free recall test.;0,675000000;0,220000000;0,1920000000000000;0,25600000000000001;NA;NA;687;1,99191432732256968;0,07297391882556661
645;656;134;134_01;134_01_01;0656;van damme;2013;Van_Damme_2013;article;"Ilse Van Damme; Lien Seynaeve";The effect of mood on confidence in false memories;2013;Journal of Cognitive Psychology;10.1080/20445911.2013.769440;en;nl-be;be;students;lab;course_credit;NA;0;0;0;0;300;50,000;50,000;within;NA;NA;0,7700;0,6500;0,2120;0,2830;proportion;0;omit;omit;consistent;within comparison on seren valence participants;table 2, p.313.;19,500;NA;2,5700;17,000;38,000;0,7600;NA;positive;0;0;visual;eric_the_electrician;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;12;8;20;We have 5 valence manipulations.;This is a single experiement with a 2(control, misled)X6 design(valence) design.;0,770000000;0,650000000;0,2120000000000000;0,28299999999999997;NA;NA;688;0,47625270075393511;0,04113408317487709
646;657;134;134_01;134_01_02;0657;van damme;2013;Van_Damme_2013;article;"Ilse Van Damme; Lien Seynaeve";The effect of mood on confidence in false memories;2013;Journal of Cognitive Psychology;10.1080/20445911.2013.769440;en;nl-be;be;students;lab;course_credit;NA;0;0;0;0;300;50,000;50,000;within;NA;NA;0,7500;0,6400;0,2120;0,2830;proportion;0;omit;omit;consistent;within comparison on happy participants;table 2, p.313.;19,500;NA;2,5700;17,000;38,000;0,7600;NA;positive;0;0;visual;eric_the_electrician;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;12;8;20;We have 5 valence manipulations.;This is a single experiement with a 2(control, misled)X6 design(valence) design.;0,750000000;0,640000000;0,2120000000000000;0,28299999999999997;NA;NA;689;0,43656497569110714;0,04095294489000088
