"","id_record","id_study","id_control","id_misled","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","sd_imputed","yi","vi"
"848","243","243_01","243_01_02","049_01_02","1010","paterson & kemp",2006,"Paterson_2006","article","Helen M. Paterson; Richard I. Kemp","Comparing methods of encountering post-event information: the power of co-witness suggestion","2006","Applied Cognitive Psychology","10.1002/acp.1261","en","en","au","students","lab","course_credit","NA",0,0,0,0,85,21,21,"within",NA,NA,0.588,0.5,0.166,0.281,"proportion",0,"omit","omit","no_misinformation","media report (no pei vs mislead)","Table 2, p.1091",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","NA",0,0,"168","text","narrative","NA","no_manipulation",2,"0",0,0,"recognition","text","NA","12","8","20","NA","Gender dist and age was generalized across conditions. They also had a control group, but we only extracted data for within","0",0.374116515362395,0.0969043234174631
"849","171","171_01","171_01_01",NA,"1011","peace & constantin",2016,"Peace_2015","article","Kristine A. Peace; Kyla M. Constantin","Misremembering Events: Emotional Valence, Psychopathic Traits, and the Misinformation Effect","2015","Journal of Police and Criminal Psychology","10.1007/s11896-015-9178-1","en","en","ca","students","online","course_credit","NA",0,0,0,0,334,167,167,"between",NA,NA,0.59,0.5,0.205,0.23,"proportion",0,"omit","omit","neutral","neutral peripheral","Fig 2, p.194, data extracted with ruler",20.7,NA,4.78,17,55,0.707,"NA","no_manipulation",0,0,"visual","IAPS_peace_constantin_2016","neutral",0,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"cued_recall","text","peripheral","5","5","15","peripheral","There was a total of 10 misleading questions, 5 for peripheral, 4 for central","0",0.412177369174427,0.0122303745264365
"850","110","110_02","110_02_02",NA,"1012","prull & yockelson",2013,"Prull_2013","article","Matthew W. Prull; Melissa B. Yockelson","Adult Age-Related Differences in the Misinformation Effect for Context-Consistent and Context-Inconsistent Objects","2013","Applied Cognitive Psychology","10.1002/acp.2916","en","en","us","community","lab","NA","NA",0,0,0,0,63,31,31,"within",NA,NA,0.52,0.5,0.318543333333333,0.318745,"proportion",0,"omit","omit","consistent","old, context inconsistent","Table 4, p. 390",69.63,NA,NA,60,88,NA,"NA","no_manipulation",0,0,"visual","kitchen_woodshop_slides_prull_yockeson_2013","NA",0,0,"0","text","narrative","NA","no_manipulation",1,"0",0,0,"source_monitoring","text","NA","4","4","24","context-inconsistent misinfo","classic three-stage misinfo procedure","1",0.0619775264539108,0.064547106562785
"851","110","110_03","110_03_01",NA,"1013","prull & yockelson",2013,"Prull_2013","article","Matthew W. Prull; Melissa B. Yockelson","Adult Age-Related Differences in the Misinformation Effect for Context-Consistent and Context-Inconsistent Objects","2013","Applied Cognitive Psychology","10.1002/acp.2916","en","en","us","students","lab","course_credit","NA",0,0,0,0,80,40,40,"within",NA,NA,0.39,0.5,0.323,0.323,"proportion",1,"omit","omit","consistent","young, context consistent","Table 1, p. 388, SD was calculated through CI",72.85,NA,NA,18,23,NA,"NA","no_manipulation",0,0,"visual","kitchen_woodshop_slides_prull_yockeson_2013","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","24","context-consistent misinfo","classic three-stage misinfo procedure","0",0.337270391442287,0.0507109457308977
"852","204","204_02","204_02_03",NA,"1014","saunders & macleod",2002,"NA","NA",NA,"NA","NA","NA","10.1037//1076-898X.8.2.127","en","en","gb","students","lab","NA","NA",0,0,0,0,90,30,30,"within",NA,NA,0.94,0.5,0.262194333333333,0.353418,"proportion",0,"omit","omit","NA","no delay misinfo vs noncritical error (reversed)","Table 4, p. 135",NA,NA,NA,NA,NA,0.589,"NA","no_manipulation",0,0,"visual","burglary_narrative_saunders_macleod_2002","NA",2,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"recognition","text","NA",NA,"1","NA","NA","control items - new items at the test. gender distr generalized across conditions","1",1.39565309346912,0.0828987296442493
"853","214","214_03","214_03_02","113_03_02","1015","shaw et al",1997,"Shaw_1997","article","John S. Shaw; Lisette A. Garcia; Briana E. Robles","Cross-language postevent misinformation effects in Spanish{\textendash}English bilingual witnesses.","1997","Journal of Applied Psychology","10.1037/0021-9010.82.6.889","en","es","us","students","lab","required","partial fulfillment of a research requirement in introductory psychology",0,0,0,0,60,15,15,"within",NA,NA,0.7,0.5,0.31,0.387,"proportion",0,"omit","omit","consistent","spanish-spanish","Figure 23 p. 895, measured with ruler, SE converted to SD",20.3,NA,NA,NA,NA,0.617,"NA","no_manipulation",0,0,"visual","police_reality_tv_shaw_et_al_1997","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","2","2","6","NA","they also had a neutral condition but I only compared with consistent condition. Age and gender distr were generalized across all conditions","0",0.554977843598963,0.138466673448096
"854","214","214_03","214_03_02","113_03_02","1016","shaw et al",1997,"Shaw_1997","article","John S. Shaw; Lisette A. Garcia; Briana E. Robles","Cross-language postevent misinformation effects in Spanish{\textendash}English bilingual witnesses.","1997","Journal of Applied Psychology","10.1037/0021-9010.82.6.889","en","es","us","students","lab","required","partial fulfillment of a research requirement in introductory psychology",0,0,0,0,60,15,15,"within",NA,NA,0.5,0.5,0.31,0.387,"proportion",0,"omit","omit","no_misinformation","spanish-spanish","Figure 23 p. 895, measured with ruler, SE converted to SD",20.3,NA,NA,NA,NA,0.617,"NA","no_manipulation",0,0,"visual","police_reality_tv_shaw_et_al_1997","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","2","2","6","NA","they also had a neutral condition but I only compared with consistent condition. Age and gender distr were generalized across all conditions","0",0,0.133333333333333
"855","214","214_03","214_03_04","113_03_04","1017","shaw et al",1997,"Shaw_1997","article","John S. Shaw; Lisette A. Garcia; Briana E. Robles","Cross-language postevent misinformation effects in Spanish{\textendash}English bilingual witnesses.","1997","Journal of Applied Psychology","10.1037/0021-9010.82.6.889","en","NA","us","students","lab","required","partial fulfillment of a research requirement in introductory psychology",0,0,0,0,60,15,15,"within",NA,NA,0.57,0.5,0.31,0.31,"proportion",0,"omit","omit","no_misinformation","spanish-english","Figure 23 p. 895, measured with ruler, SE converted to SD",20.3,NA,NA,NA,NA,0.617,"NA","no_manipulation",0,0,"visual","police_reality_tv_shaw_et_al_1997","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","2","2","6","bilingual procedure","they also had a neutral condition but I only compared with consistent condition. The PEI was in spanish but recall in english. Age and gender distr were generalized across all conditions","0",0.219694348561042,0.134137760113161
"856","214","214_03","214_03_04","113_03_04","1018","shaw et al",1997,"Shaw_1997","article","John S. Shaw; Lisette A. Garcia; Briana E. Robles","Cross-language postevent misinformation effects in Spanish{\textendash}English bilingual witnesses.","1997","Journal of Applied Psychology","10.1037/0021-9010.82.6.889","en","NA","us","students","lab","required","partial fulfillment of a research requirement in introductory psychology",0,0,0,0,60,15,15,"within",NA,NA,0.77,0.5,0.271,0.31,"proportion",0,"omit","omit","consistent","spanish-english","Figure 23 p. 895, measured with ruler, SE converted to SD",20.3,NA,NA,NA,NA,0.617,"NA","no_manipulation",0,0,"visual","police_reality_tv_shaw_et_al_1997","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","2","2","6","bilingual procedure","they also had a neutral condition but I only compared with consistent condition. The PEI was in spanish but recall in english. Age and gender distr were generalized across all conditions","0",0.902243850807933,0.146900732772012
"857","084","084_01","084_01_01",NA,"1019","szpitalak",2014,"Szpitalak_2014","article","Malwina Szpitalak; Romuald Polczyk","Mental fatigue, mental warm-up, and self-reference as determinants of the misinformation effect","2014","The Journal of Forensic Psychiatry {\&}amp$\mathsemicolon$ Psychology","10.1080/14789949.2014.895024","en","en","pl","students","lab","course_credit","NA",0,0,0,0,280,28.8,28.8,"between",NA,NA,0.7,0.5,0.161,0.161,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in the control group(neutral/no relevant info) and the misled group in the no mental load condition.","figure 1, p.140",20.61,NA,2.36,NA,NA,0.619,"NA","no_manipulation",0,0,"audio","education_reform_audio_szpitalak_plczyk_2014","no_manipulation",0,0,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","10","10","18","NA","a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.","0",1.22539083686368,0.0824790165197002
"858","244","244_01","244_01_02",NA,"1020","szpitalak",2010,"Szpitalak_2010","article","Malwina Szpitalak; Romuald Polczyk","Warning against warnings: Alerted subjects may perform worse. Misinformation, involvement and warning as determinants of witness testimony","2010","Polish Psychological Bulletin","10.2478/v10059-010-0014-2","en","pl","pl","community","field","none","NA",0,0,0,0,349,87.25,87.25,"between",NA,NA,6.8,6.5,1.477505,1.75092333333333,"count",0,"9.27","F(1,341)","no_misinformation","comparing warned misled and non-misled participants","figure 1, p.108. extracted using a ruler.",16.28,NA,0.6,NA,NA,0.689,"NA","no_manipulation",0,0,"audio","radio_debate_szpitalak_2010","NA",0,1,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","13","13","20","NA","a study on high schoolers looking at the effect of warnings. An additional variable describing ""involvment"" was present in the study. This was not extracted, only the overall effect.","1",0.184379484254982,0.0230200452556279
"859","150","150_01","150_01_01",NA,"1021","van damme",2014,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2014","Emotion","10.1037/a0034629","en","nl-be","be","students","lab","course_credit","NA",0,0,0,0,53,26,27,"between",NA,NA,0.245,0.5,0.255,0.39,"proportion",1,"omit","omit","neutral","comparing mean recall on central details on high arousal negative valence","figure 1. p 316. measures from the figure is extracted with a ruler.",21,NA,1.83,17,25,0.77,"NA","no_manipulation",0,0,"visual","IAPS_pictures_van_damme_et_al_2014","negative",0,0,"0","live","interview","no_manipulation","no_manipulation",0,"0",0,0,"recognition","NA","central","12","12","72","negative valence with high arousal","this is a 6X2X2 design. They show 6 pictures, 3 varying on valence and 3 varying in arousal and misinformation is manipulated between groups. there is manipulation on central and peripheral details in the PEI. We only extract central details due to missing values in the repport.","0",0.759500387291724,0.0809404701994838
"860","190","190_03","190_03_03","223_03_03","1022","chan",2022,"Chan_2022","article","Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley","Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.","2022","Journal of Experimental Psychology: Applied","10.1037/xap0000394","en","en","us","students","lab","course_credit","NA",1,1,1,1,133,33,33,"within",NA,NA,0.54,0.498,0.17,0.235,"proportion",0,"omit","omit","neutral","comparing consistent and control accuracy on warned non-tested participants","extracted from open data:  https://osf.io/anqf",20,NA,2.92,NA,NA,0.5,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",1,0,"0","audio","narrative","no_manipulation","no_manipulation",0,"48",1,0,"recognition","text","NA","8","8","24","the warning and the final test  occured in the same phase. There no delay between the post warning and the test.","ages and gender ratios in groups are infered from the reporting since that was not available in the open data.","0",0.202375865399212,0.0609163332643642
"861","190","190_03","190_03_04","223_03_04","1023","chan",2022,"Chan_2022","article","Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley","Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.","2022","Journal of Experimental Psychology: Applied","10.1037/xap0000394","en","en","us","students","lab","course_credit","NA",1,1,1,1,133,33,33,"within",NA,NA,0.65,0.498,0.17,0.213,"proportion",0,"omit","omit","neutral","comparing consistent and control accuracy on warned tested participants","extracted from open data:  https://osf.io/anqf",20,NA,2.92,NA,NA,0.5,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",0,0,"0","audio","narrative","no_manipulation","no_manipulation",0,"48",1,0,"recognition","text","NA","8","8","24","the warning and the final test  occured in the same phase. There no delay between the post warning and the test.","ages and gender ratios in groups are infered from the reporting since that was not available in the open data.","0",0.779492187617511,0.0652091520496722
"862","190","190_03","190_03_04","223_03_04","1024","chan",2022,"Chan_2022","article","Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley","Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.","2022","Journal of Experimental Psychology: Applied","10.1037/xap0000394","en","en","us","students","lab","course_credit","NA",1,1,1,1,133,33,33,"within",NA,NA,0.798,0.498,0.143,0.213,"proportion",0,"omit","omit","consistent","comparing consistent and control accuracy on warned tested participants","extracted from open data:  https://osf.io/anqf",20,NA,2.92,NA,NA,0.5,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",0,0,"0","audio","narrative","no_manipulation","no_manipulation",0,"48",1,0,"recognition","text","NA","8","8","24","the warning and the final test  occured in the same phase. There no delay between the post warning and the test.","ages and gender ratios in groups are infered from the reporting since that was not available in the open data.","0",1.63425898429902,0.0808394123315309
