...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,sd_imputed,yi,vi,year_raw,control_acc,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub,p,p2,p_log
765,129,129_03,129_03_01,295_03_01,0828,lane,2.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,180,180,180,within,NA,NA,0.81,0.41,0.397,0.645,proportion,0,omit,omit,consistent,comparing the suggested once to the video items in the incorrect FB condition,"table 3, page 1139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,ohio_state_police_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,32,The different conditions have different amount of ''training'' on the exposure material and different amount of feedback,NA,0,0.745325558520938,0.0118826530391452,2008,0.1582277137543755,0.0011166003804885028,-0.9049255677838361,0.8788410239769585,-1.0296806169662394,1.245635976029296,0.26252890524314876,0.731088776851996,1.7601831752065962,-0.5812311016812528,3.072503053739845,0.9999999999959671,0.4999999999959671,11.394384147220944
766,129,129_02,129_02_01,295_02_01,0829,lane,1.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,341,120,120,within,NA,NA,0.86,0.4,0.121,0.182,proportion,0,omit,omit,consistent,compares the suggested and the observed items in the standard condition,"table 2, page 1136, standard deviations were estimated from the standard error.",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,zaragoza_lane_office_theft_slides_1994,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,2,2,21,The different conditions serve to enhance the metanemonic knowlege and thus increase ease of retrival,NA,0,2.967191100665,0.0350087979747199,2007,0.20822771375437543,0.032279231934018535,-0.7551674871944782,0.8772034712139263,-0.8608806416935773,0.9890227104264743,0.2673645455006211,0.46499783050233645,1.5130475903506122,-0.8405364097500189,2.8185818306029673,1,0.5,Inf
767,130,130_02,130_02_02,NA,0830,lane et al,-4.573991031390051,Lane_2001,article,Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita,How events are reviewed matters: Effects of varied focus on eyewitness suggestibility,2001,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/bf03195756,en,en,us,students,lab,required,partial fulfillment of a class credit,0,0,0,0,216,72,72,within,NA,NA,0.85,0.66,0.085,0.255,proportion,0,omit,omit,no_misinformation,summary,"Table 2, p. 943. MI was reversed",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,burglary_car_chase_video_zaragoza_mitchell_1996,NA,1,0,0,text,questionnaire,NA,no_manipulation,0,0,1,0,source_monitoring,text,NA,8,8,32,postevent recall,Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions,0,0.994363187839023,0.0312109657962826,2001,0.19822771375437542,0.02934393957265992,-0.12569824766936932,0.8787598559556451,-0.14304049828570442,1.0072939366645273,0.26747252599581245,0.4830574188587816,1.531530454470273,-0.8223258123660111,2.8369136856950656,0.9999999909099807,0.4999999909099807,8.041435195021965
768,130,130_02,130_02_03,NA,0831,lane et al,-4.573991031390051,Lane_2001,article,Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita,How events are reviewed matters: Effects of varied focus on eyewitness suggestibility,2001,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/bf03195756,en,en,us,students,lab,required,partial fulfillment of a class credit,0,0,0,0,216,72,72,within,NA,NA,0.82,0.65,0.17,0.255,proportion,0,omit,omit,no_misinformation,detail,"Table 2, p. 943. MI was reversed",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,burglary_car_chase_video_zaragoza_mitchell_1996,NA,1,0,0,text,questionnaire,NA,no_manipulation,0,0,1,0,source_monitoring,text,NA,8,8,32,postevent recall,Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions,0,0.780312712419188,0.0298919719762604,2001,0.1682277137543754,0.0029198450512149883,-0.08253646398879999,0.8823460353233044,-0.09354205797338619,1.33699210721956,0.26307442019494237,0.8213757183837164,1.852608496055404,-0.490176401669971,3.164160616109091,0.9999968082295557,0.4999968082295557,5.495968351146057
769,130,130_01,130_01_02,NA,0832,lane et al,-4.573991031390051,Lane_2001,article,Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita,How events are reviewed matters: Effects of varied focus on eyewitness suggestibility,2001,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/bf03195756,en,en,us,students,lab,required,partial fulfillment of a class credit,0,0,0,0,270,90,90,within,NA,NA,0.85,0.65,0.095,0.285,proportion,0,omit,omit,no_misinformation,summary,"Table 2, p. 943. MI was reversed",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,burglary_car_chase_video_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,NA,no_manipulation,1,0,1,0,source_monitoring,text,NA,8,8,32,postexposure recall,Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions,0,0.937528790264627,0.0246637784238196,2001,0.19822771375437542,0.029952359439911605,0.24389278838417172,0.881957572241216,0.2765357382945252,1.0803788416167384,0.26793464568755654,0.5552365858586275,1.6055210973748493,-0.749500632071131,2.910258315304608,0.9999999988117793,0.49999999881177926,8.925102869957522
770,130,130_02,130_02_01,NA,0833,lane et al,-4.573991031390051,Lane_2001,article,Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita,How events are reviewed matters: Effects of varied focus on eyewitness suggestibility,2001,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/bf03195756,en,en,us,students,lab,required,partial fulfillment of a class credit,0,0,0,0,216,72,72,within,NA,NA,0.83,0.63,0.085,0.255,proportion,0,omit,omit,no_misinformation,none,"Table 2, p. 943. MI was reversed",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,burglary_car_chase_video_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,1,0,source_monitoring,text,NA,8,8,32,NA,Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions,0,1.04669809246213,0.0315818642248745,2001,0.1782277137543754,4.287948674854347e-4,0.21416965092131668,0.8845472587694936,0.24212346915104474,1.2273647497912432,0.262429048480855,0.7130132662716516,1.741716233310835,-0.5994472131760133,3.0541767127585,0.9999999980670015,0.49999999806700146,8.713768474217424
771,130,130_01,130_01_01,NA,0834,lane et al,-4.573991031390051,Lane_2001,article,Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita,How events are reviewed matters: Effects of varied focus on eyewitness suggestibility,2001,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/bf03195756,en,en,us,students,lab,required,partial fulfillment of a class credit,0,0,0,0,270,90,90,within,NA,NA,0.86,0.58,0.095,0.285,proportion,0,omit,omit,no_misinformation,none,"Table 2, p. 943. MI was reversed",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,burglary_car_chase_video_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,1,0,source_monitoring,text,NA,8,8,32,NA,Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions,0,1.31254030637048,0.0270076723773531,2001,0.20822771375437543,7.144816498509923e-5,-0.25820668092650856,0.8960989261540907,-0.28814528551517093,0.5872078746025096,0.2538696080634695,0.08963258602881014,1.084783163176209,-1.234951741688192,2.409367490893211,0.9999999999999993,0.49999999999999933,15.176438519807359
772,130,130_01,130_01_03,NA,0835,lane et al,-4.573991031390051,Lane_2001,article,Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita,How events are reviewed matters: Effects of varied focus on eyewitness suggestibility,2001,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/bf03195756,en,en,us,students,lab,required,partial fulfillment of a class credit,0,0,0,0,270,90,90,within,NA,NA,0.85,0.53,0.095,0.285,proportion,0,omit,omit,no_misinformation,detail,"Table 2, p. 943. MI was reversed",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,burglary_car_chase_video_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,NA,no_manipulation,1,0,1,0,source_monitoring,text,NA,8,8,32,postexposure recall,Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions,0,1.5000460644234,0.0284726060983115,2001,0.19822771375437542,7.425999475503179e-5,-0.047795297250113555,0.8914290712746065,-0.05361648928699805,0.5872078746025096,0.2538696080634695,0.08963258602881014,1.084783163176209,-1.234951741688192,2.409367490893211,1,0.5,Inf
773,131,131_06,131_06_04,NA,0836,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.58,0.6,0.19,0.18,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the test isolated condition,"table 13, p.66",19.2,NA,2.22,NA,NA,0,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,1,0,0,0,MMFR,text,NA,7,7,14,experiment 3b,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,-0.106664139998414,0.06676147698968,2013,-0.0717722862456246,0.0018867077335835915,-3.6720931423221232,0.9581730658710549,-3.8323902780380297,0.5246001583083832,0.261356095253346,0.012351624471805378,1.0368486921449611,-1.3016208195196561,2.350821136136423,0.3398710808198929,-0.16012891918010708,-0.4686857873871068
774,131,131_04,131_04_04,NA,0837,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.56,0.58,0.21,0.27,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the test isolated condition,"table 9, p.57",18.77,NA,1.16,NA,NA,0.09199999999999997,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,1,0,0,0,MMFR,text,NA,7,7,14,experiment 3a,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,-0.0816151514742708,0.0667221752745847,2013,-0.0917722862456245,0.0018841995754668099,-3.5294041742592377,0.9546105805532231,-3.697218788643481,0.4880577058322777,0.2613011988533708,-0.024083233037467844,1.0001986447020232,-1.3381330949078478,2.314248506572403,0.3760154441428052,-0.12398455585719481,-0.42479431685890545
775,131,131_01,131_01_02,NA,0838,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,40,20,20,within,NA,NA,0.585,0.55,0.129,0.123,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the test condition,"figure 3, p.35",19.65,NA,2.09,NA,NA,-0.124,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,1,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,7,7,14,NA,a classic RES experiment.,0,0.272175753088994,0.10092599550712,2013,-0.06677228624562459,0.0029729299728859923,-0.4192379779977881,0.9028861261031412,-0.4643309558949812,0.6159562894986471,0.2615482050749807,0.10333122733058875,1.1285813516667056,-1.2103703389564826,2.442282917953777,0.8042050871131068,0.3042050871131068,0.708198596158273
776,131,131_05,131_05_04,NA,0839,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.59,0.53,0.274,0.274,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the test isolated condition,"figure 8, p.62",19.2,NA,2.22,NA,NA,0,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,7,7,14,experiment 3b,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,0.21613217102803,0.0670559426279441,2013,-0.061772286245624586,0.002264141413077291,2.2982759305381273,0.9515499133123072,2.415297293799251,0.6524987419747528,0.2616469675260376,0.13968010895959804,1.1653173749899075,-1.1738822286359816,2.478879712585487,0.7980406414244653,0.2980406414244653,0.6947360172969524
777,131,131_01,131_01_01,NA,0840,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,40,20,20,within,NA,NA,0.58,0.52,0.173,0.173,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the no-test condition,"figure 2, p.30 - extracted with a ruler.",19.5,NA,1.18,NA,NA,-0.07500000000000001,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,7,7,14,NA,a classic RES experiment.,0,0.339922682819983,0.101444342878694,2013,-0.0717722862456246,0.0029849546684384376,-0.7462163752906903,0.9664657848149855,-0.772108425373322,0.8245277024964522,0.25684934336810594,0.32111224004220285,1.3279431649507016,-0.9992353378351316,2.6482907428280362,0.8570705565322347,0.35707055653223474,0.8448782973223046
778,131,131_06,131_06_02,NA,0841,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.59,0.51,0.19,0.2,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the test isolated condition,"table 13, p.66",19.2,NA,2.22,NA,NA,0,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,1,0,0,0,MMFR,text,NA,7,7,14,experiment 3b,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,0.404791500372942,0.0680321346564515,2013,-0.061772286245624586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9396614568887318,0.4396614568887318,1.2194051801798484
779,131,131_04,131_04_03,NA,0842,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.5,0.5,0.21,0.24,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the no-test isolated condition,"table 9, p.56",18.77,NA,1.16,NA,NA,0.09199999999999997,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,1,0,0,0,MMFR,text,NA,7,7,14,experiment 3a,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,0,0.0666666666666667,2013,-0.15177228624562455,1.8298327455097186e-4,-1.007614927969609,0.88643334794448,-1.1367069281702147,0.6171775113381148,0.2550746166542568,0.11724044932541089,1.1171145733508188,-1.2056284480046155,2.439983470680845,0.5,0,NA
780,131,131_04,131_04_01,NA,0843,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.57,0.49,0.22,0.23,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the no-test integrated condition,"table 9, p.54",18.77,NA,1.16,NA,NA,0.09199999999999997,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,1,0,0,0,MMFR,text,NA,7,7,14,experiment 3a,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,0.350847988147174,0.067692452589891,2013,-0.0817722862456246,0.0044978230433746925,-0.47392814050893445,0.8856514217662397,-0.5351181388765657,0.7276902034347724,0.2567068577863121,0.22455400758915522,1.2308263992803896,-1.095995770358818,2.551376177228363,0.9112501494853065,0.41125014948530647,1.0518323697736953
781,131,131_06,131_06_03,NA,0844,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.53,0.48,0.21,0.21,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the no-test isolated condition,"table 13, p.66",19.2,NA,2.22,NA,NA,0,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,1,0,0,0,MMFR,text,NA,7,7,14,experiment 3b,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,0.235000852625716,0.0671268783394568,2013,-0.12177228624562453,4.976305743371627e-4,-0.20537767049611388,0.9716687965187911,-0.21136592142499874,0.8199881225805009,0.25529939654153333,0.31961050008428604,1.3203657450767157,-1.0029387175687252,2.642914962729727,0.8178042909565876,0.3178042909565876,0.7394618554679181
782,131,131_06,131_06_01,NA,0845,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,120,30,30,within,NA,NA,0.54,0.48,0.2,0.19,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the no test integrated condition,"table 13, p.66",19.2,NA,2.22,NA,NA,0,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,1,0,0,0,MMFR,text,NA,7,7,14,experiment 3b,"a classic RES experiment, but with an additional condition that targets the isolation of the exposure material",0,0.303593625279707,0.0674347424109206,2013,-0.11177228624562452,0.003760838454103311,-0.40068500616932,0.8861773711487492,-0.4521498959626031,0.4992998754591124,0.2567263893866986,-0.0038746016198228372,1.0024743525380477,-1.324396660104065,2.32299641102229,0.8788178596778217,0.37881785967782167,0.9165613812510849
783,131,131_02,131_02_01,NA,0846,lapaglia,7.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,partial course credit is specified.,0,0,0,0,40,20,20,within,NA,NA,0.585,0.47,0.329,0.329,proportion,0,omit,omit,neutral,compairing correct recall on neutral and misled items in the no-test self-paced condition,"figure 4, p.41",19.96,NA,3.85,NA,NA,0.030000000000000027,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,7,7,14,NA,"a classic RES experiment, but with an additional condition that targets the pacing of the exposure material",0,0.342591781899876,0.101467114112817,2013,-0.06677228624562459,0.004168506126972458,-0.6108157969302981,0.8856336217427739,-0.6896935503965151,0.30197063208814207,0.25714515005201416,-0.20202460081295365,0.8059658649892378,-1.5219525280884336,2.125893792264718,0.8589266791867038,0.35892667918670385,0.8505551104065635
