"","...1","...2","id_record","id_study","id_control","id_effect","authors","title","publication_year","container","record_type","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","total_accuracy_control_mean","total_accuracy_mi_mean","total_accuracy_control_sd","total_accuracy_mi_sd","total_accuracy_control_prop","total_accuracy_mi_prop","id","yi","vi","cooks_dist"
"712",712,739,"155","155_01","155_01_01","0739","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","community","lab",NA,NA,0,0,0,0,176,19,19,"between",NA,NA,6.32,4.53,2.16,1.39,"count",0,"omit","omit","no_misinformation","comparing misled and control conditions on older adults in the intentional encoding condition","table 1, p.342","72.3",NA,5.17,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",0,0,0,0,"cued_recall","text",NA,11,11,11,"the event material is an intrusion by another researcher.","This is a between subjects design comparing older and younger adults.",0.574545455,0.411818182,0.196363636,0.126363636,NA,NA,771,0.964834531279874,0.117511916746711,0.000108910038525871
"713",713,740,"155","155_01","155_01_02","0740","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","community","lab",NA,NA,0,0,0,0,176,19,19,"between",NA,NA,4.15,3.53,1.69,1.62,"count",0,"omit","omit","no_misinformation","comparing misled and control conditions on older adults in the incidentall encoding condition","table 1, p.343","72.3",NA,5.17,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",0,0,0,0,"cued_recall","text",NA,11,11,11,"the event material is an intrusion by another researcher.","This is a between subjects design comparing older and younger adults.",0.377272727,0.320909091,0.153636364,0.147272727,NA,NA,772,0.366671945900605,0.107032214683033,5.51242679766313e-05
"714",714,741,"155","155_01","155_01_03","0741","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","students","lab",NA,NA,0,0,0,0,176,24,24,"between",NA,NA,7.29,6.55,1.38,1.32,"count",0,"omit","omit","no_misinformation","comparing misled and control items on younger adults in the intentional encoding condition","table 1, p.344",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",0,0,0,0,"cued_recall","text",NA,11,11,11,"the event material is an intrusion by another researcher.","This is a between subjects design comparing older and younger adults.",0.662727273,0.595454545,0.125454545,0.12,NA,NA,773,0.539020822494831,0.0863598275737813,5.51333487568828e-05
"715",715,742,"155","155_01","155_01_04","0742","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","students","lab",NA,NA,0,0,0,0,176,24,24,"between",NA,NA,5.62,5.32,1.7,1.38,"count",0,"omit","omit","no_misinformation","comparing misled and control conditions on younger adults in the incidentall encoding condition","table 1, p.345",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",0,0,0,0,"cued_recall","text",NA,11,11,11,"the event material is an intrusion by another researcher.","This is a between subjects design comparing older and younger adults.",0.510909091,0.483636364,0.154545455,0.125454545,NA,NA,774,0.190582889912875,0.0837116858117452,3.97824264047448e-05
"716",716,743,"155","155_01","155_01_01","0743","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","community","lab",NA,NA,0,0,0,0,176,19,19,"between",NA,NA,7.26,6.84,3.48,3.75,"count",0,"omit","omit","no_misinformation","comparing free recall in misled and control conditions on older adults in the intentional encoding condition","table 2, p.343","72.3",NA,5.17,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",1,0,0,0,"free_recall","text",NA,NA,NA,39,"the free recall has a max score of 39.",NA,0.186153846,0.175384615,0.089230769,0.096153846,NA,NA,775,0.1136630918508,0.105433148663804,7.69744472510526e-05
"717",717,744,"155","155_01","155_01_02","0744","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","community","lab",NA,NA,0,0,0,0,176,19,19,"between",NA,NA,3.55,4.89,2.7,3.35,"count",0,"omit","omit","no_misinformation","comparing free recall in misled and control conditions on older adults in the incidentall encoding condition","table 2, p.344","72.3",NA,5.17,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",1,0,0,0,"free_recall","text",NA,NA,NA,39,"the free recall has a max score of 39.",NA,0.091025641,0.125384615,0.069230769,0.085897436,NA,NA,776,-0.431189668233574,0.10770953328936,9.95286581135903e-05
"718",718,745,"155","155_01","155_01_03","0745","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","students","lab",NA,NA,0,0,0,0,176,24,24,"between",NA,NA,9.32,9.65,3.31,3.01,"count",0,"omit","omit","no_misinformation","comparing free recall in misled and control items on younger adults in the intentional encoding condition","table 2, p.345",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",1,0,0,0,"free_recall","text",NA,NA,NA,39,"the free recall has a max score of 39.",NA,0.238974359,0.247435897,0.084871795,0.077179487,NA,NA,777,-0.102601306404426,0.0834429898757906,6.39721287468794e-05
"719",719,746,"155","155_01","155_01_04","0746","west",NA,"2013",NA,"article","10.1093/geronb/gbt014","en","en","us","students","lab",NA,NA,0,0,0,0,176,24,24,"between",NA,NA,6.69,8.32,3.06,3.49,"count",0,"omit","omit","no_misinformation","comparing free recall in misled and control conditions on younger adults in the incidentall encoding condition","table 2, p.346",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"live","scripted_intrusion_west_2013",NA,0,0,0,"text","initial_test","no_manipulation","no_manipulation",1,0,0,0,"free_recall","text",NA,NA,NA,39,"the free recall has a max score of 39.",NA,0.171538462,0.213333333,0.078461538,0.089487179,NA,NA,778,-0.488491760083342,0.0858190020798888,8.52913940304854e-05
"720",720,749,"157","157_01","157_01_01","0749","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","students","lab","course_credit",NA,0,1,1,1,112,62,62,"within",NA,NA,0.767,0.545,0.21,0.265,"proportion",0,"omit","omit","neutral","comparing accuracy on control and misled items in the pilot study","p.264","22",NA,NA,18,43,0.663,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,11,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.767,0.545,0.21,0.265,NA,NA,781,0.922811174085613,0.0356918567057148,2.5020524046791e-06
"721",721,750,"157","157_02","157_02_01","0750","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,0,1,1,1,104,104,104,"within",NA,NA,0.796,0.505,0.221,0.271,"proportion",0,"omit","omit","neutral","comparing accuracy on contrl and misled items","p.264","38",NA,NA,18,71,0.663,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,11,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.796,0.505,0.221,0.271,NA,NA,782,1.17257441863969,0.0225358912674236,2.88011519779029e-06
"722",722,751,"157","157_03","157_03_01","0751","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,0,1,1,1,208,208,208,"within",NA,NA,0.832,0.59,0.206,0.274,"proportion",0,"omit","omit","neutral","comparing accuracy on contrl and misled items","p.265","38",NA,NA,20,74,0.65,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.832,0.59,0.206,0.274,NA,NA,783,0.99655488030386,0.010809040420021,5.57620768120966e-07
"723",723,752,"157","157_04","157_04_01","0752","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,205,40,40,"within",NA,NA,0.78,0.58,0.239,0.284,"proportion",0,"omit","omit","neutral","comparing control and misled items without warning","extracted using published data","38.4",36.5,12.49,21,71,0.7,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.78,0.58,0.239,0.284,NA,NA,784,0.754648451652403,0.0535593392848836,4.3865834135254e-06
"724",724,753,"157","157_04","157_04_02","0753","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,205,43,43,"within",NA,NA,0.819,0.67,0.179,0.269,"proportion",0,"omit","omit","neutral","comparing control and misled items with basic post warning","extracted using published data","38.126",36,12.327,21,72,0.744,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.819,0.67,0.179,0.269,NA,NA,785,0.646305982447549,0.0489401826915552,8.68970379488296e-06
"725",725,754,"157","157_04","157_04_03","0754","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,205,41,41,"within",NA,NA,0.79,0.61,0.21,0.257,"proportion",0,"omit","omit","neutral","comparing control and misled items with bait question post warning","extracted using published data","38.854",39,12.383,22,59,0.707,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.79,0.61,0.21,0.257,NA,NA,786,0.759786307765264,0.0523004587406559,4.2696486260556e-06
"726",726,755,"157","157_04","157_04_04","0755","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,205,40,40,"within",NA,NA,0.85,0.58,0.139,0.247,"proportion",0,"omit","omit","neutral","comparing control and misled items with basic pre warning","extracted using published data","41.3",40,11.92,26,70,0.575,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,1,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.85,0.58,0.139,0.247,NA,NA,787,1.33422149278164,0.061125918698753,6.2458433071294e-06
"727",727,756,"157","157_04","157_04_05","0756","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,205,41,41,"within",NA,NA,0.8,0.517,0.226,0.264,"proportion",0,"omit","omit","neutral","comparing control and misled items with bait question pre warning","extracted using published data","36.61",33,12.43,21,77,0.61,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,1,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.8,0.517,0.226,0.264,NA,NA,788,1.14080796156294,0.0567161146656426,8.22330402606819e-07
"728",728,757,"157","157_05","157_05_01","0757","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,294,41,41,"within",NA,NA,0.785,0.576,0.207,0.223,"proportion",0,"omit","omit","neutral","comparing control and misled items without warning","extracted using published data","38.41",36,11.739,23,71,0.659,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.785,0.576,0.207,0.223,NA,NA,789,0.962280368881632,0.0544267287093596,3.67594030638354e-07
"729",729,758,"157","157_05","157_05_02","0758","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,294,42,42,"within",NA,NA,0.857,0.552,0.155,0.264,"proportion",0,"omit","omit","neutral","comparing control and misled items with basic post warning","extracted using published data","35.98",34.5,9.23,19,60,0.619,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,1,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.857,0.552,0.155,0.264,NA,NA,790,1.39601981435611,0.0592194721552075,7.49613455639779e-06
"730",730,759,"157","157_05","157_05_03","0759","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,294,41,41,"within",NA,NA,0.776,0.659,0.229,0.269,"proportion",0,"omit","omit","neutral","comparing control and misled items with bait question post warning","extracted using published data","37.88",35,12.622,23,72,0.707,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,1,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.776,0.659,0.229,0.269,NA,NA,791,0.46396404512681,0.0500930648486002,1.48462375460561e-05
"731",731,760,"157","157_05","157_05_04","0760","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,294,43,43,"within",NA,NA,0.791,0.582,0.21,0.245,"proportion",0,"omit","omit","neutral","comparing control and misled items with super obvious post warning","extracted using published data","37.63",35,11.755,23,68,0.605,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,1,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.791,0.582,0.21,0.245,NA,NA,792,0.90776847320915,0.0513025790753051,1.01803409263784e-06
"732",732,761,"157","157_05","157_05_05","0761","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,294,42,42,"within",NA,NA,0.805,0.529,0.219,0.261,"proportion",0,"omit","omit","neutral","comparing control and misled items with basic pre warning","extracted using published data","35.88",33.5,13.368,19,74,0.571,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.805,0.529,0.219,0.261,NA,NA,793,1.13510710246159,0.0552885007979688,4.95347881276843e-07
"733",733,762,"157","157_05","157_05_06","0762","luke",NA,"2017",NA,"article","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online",NA,NA,1,1,1,1,294,43,43,"within",NA,NA,0.874,0.591,0.163,0.272,"proportion",0,"omit","omit","neutral","comparing control and misled items with bait question pre warning","extracted using published data","36.53",33,10.842,22,72,0.605,NA,"no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017",NA,0,0,0,"audiovisual","mock_interogation",NA,"no_manipulation",0,0,1,0,"recognition","text",NA,9,10,20,NA,"This study examines if bait questions in a mock itnerogation can serve as misinformation.",0.874,0.591,0.163,0.272,NA,NA,794,1.25082120766225,0.0556078703112654,2.51742703548061e-06
